#Legenda: 1)L 2)M 3)Percola/non percola 4)taglia cluster percolante 5)m2 6)#cluster 7)t
40 800 0 0 46944 102 1079
40 801 0 0 32667 112 956
40 803 0 0 49853 101 1149
40 804 0 0 54372 87 1239
40 806 0 0 90498 115 1690
40 808 0 0 27684 113 932
40 809 0 0 23991 122 919
40 811 0 0 68551 107 1291
40 812 0 0 37798 108 1177
40 814 0 0 29796 112 1044
40 816 1 534 289430 87 2108
40 817 0 0 81885 107 1128
40 819 0 0 37015 116 1070
40 820 0 0 28318 106 1077
40 822 0 0 78842 94 1254
40 824 0 0 56976 85 1190
40 825 0 0 31583 103 1052
40 827 0 0 42923 94 975
40 828 0 0 51328 90 1160
40 830 0 0 44576 110 1009
40 832 0 0 45688 95 1131
40 833 0 0 98923 86 1272
40 835 0 0 46249 100 1051
40 836 0 0 158532 104 1215
40 838 0 0 34796 96 985
40 840 0 0 68240 101 1166
40 841 0 0 60213 100 913
40 843 0 0 67933 93 1217
40 844 0 0 112832 85 1356
40 846 0 0 61654 102 1059
40 848 0 0 115258 96 1278
40 849 0 0 59805 94 1192
40 851 0 0 69603 90 1339
40 852 0 0 136476 93 1467
40 854 0 0 37222 112 929
40 856 0 0 66600 93 1364
40 857 0 0 44149 104 936
40 859 1 506 260935 79 1279
40 860 0 0 108054 96 1378
40 862 0 0 65314 86 1171
40 864 0 0 39858 96 1159
40 865 0 0 89851 89 1394
40 867 0 0 55001 88 1295
40 868 0 0 119662 83 1444
40 870 0 0 65730 84 1197
40 872 0 0 75464 70 1068
40 873 0 0 91929 86 1338
40 875 0 0 106109 88 1294
40 876 0 0 139080 98 1226
40 878 0 0 67148 73 1160
40 880 0 0 255826 75 1927
40 881 0 0 77567 86 1318
40 883 0 0 86063 77 1382
40 884 0 0 132718 67 1356
40 886 0 0 69770 70 1238
40 888 0 0 131406 65 1393
40 889 0 0 190787 68 1677
40 891 1 634 404369 67 4531
40 892 0 0 135140 58 1604
40 894 0 0 234206 62 1486
40 896 1 621 390930 63 2978
40 897 0 0 94937 73 1474
40 899 1 336 166849 54 1566
40 900 1 551 314878 61 2255
40 902 1 433 223756 67 1434
40 904 0 0 123048 81 1251
40 905 1 566 333083 51 2500
40 907 0 0 229989 67 1739
40 908 0 0 100990 57 1541
40 910 0 0 111166 63 1394
40 912 0 0 168654 65 1380
40 913 0 0 187445 67 1478
40 915 0 0 117415 65 1957
40 916 0 0 113810 72 1266
40 918 0 0 167948 76 1648
40 920 0 0 190420 52 1776
40 921 0 0 198727 46 1851
40 923 0 0 201733 64 1504
40 924 1 673 459010 55 1452
40 926 0 0 104972 60 1587
40 928 1 478 256212 67 1519
40 929 1 660 451995 53 2951
40 931 1 722 527031 45 3517
